state,naics_sector,motivation,n_firms,n_emp
53,54,To expand the range of goods or services,477,32062
53,54,To adopt standards and accreditation,183,30063
53,54,Some other reason,181,476
54,54,To automate tasks performed by labor,20,509
54,54,To upgrade outdated processes or methods,17,504
54,54,To improve quality or reliability of processes or methods,30,608
54,54,To expand the range of goods or services,16,536
54,54,To adopt standards and accreditation,0,0
54,54,Some other reason,0,0
55,54,To automate tasks performed by labor,150,5013
55,54,To upgrade outdated processes or methods,138,5164
55,54,To improve quality or reliability of processes or methods,301,6207
55,54,To expand the range of goods or services,169,5036
55,54,To adopt standards and accreditation,0,0
55,54,Some other reason,0,0
56,54,To automate tasks performed by labor,0,0
56,54,To adopt standards and accreditation,0,0
56,54,To upgrade outdated processes or methods,0,0
56,54,To improve quality or reliability of processes or methods,17,649
56,54,To expand the range of goods or services,0,0
56,54,Some other reason,0,0
01,55,To automate tasks performed by labor,55,2093
01,55,To upgrade outdated processes or methods,18,1016
01,55,To improve quality or reliability of processes or methods,24,1461
01,55,To expand the range of goods or services,0,0
01,55,To adopt standards and accreditation,0,0
01,55,Some other reason,0,0
02,55,To automate tasks performed by labor,0,0
02,55,To upgrade outdated processes or methods,0,0
02,55,To improve quality or reliability of processes or methods,0,0
02,55,To expand the range of goods or services,0,0
02,55,To adopt standards and accreditation,0,0
02,55,Some other reason,0,0
04,55,To automate tasks performed by labor,16,783
04,55,To upgrade outdated processes or methods,21,1663
04,55,To improve quality or reliability of processes or methods,29,2023
04,55,To expand the range of goods or services,0,0
04,55,To adopt standards and accreditation,0,0
04,55,Some other reason,0,0
05,55,To automate tasks performed by labor,16,30686
05,55,To upgrade outdated processes or methods,16,2703
05,55,To improve quality or reliability of processes or methods,26,34787
05,55,To expand the range of goods or services,0,0
05,55,To adopt standards and accreditation,0,0
05,55,Some other reason,0,0
06,55,To automate tasks performed by labor,63,24791
06,55,To upgrade outdated processes or methods,52,25925
06,55,To improve quality or reliability of processes or methods,70,38441
06,55,To expand the range of goods or services,79,17010
06,55,To adopt standards and accreditation,17,2404
06,55,Some other reason,16,3643
08,55,To automate tasks performed by labor,24,12307
08,55,To upgrade outdated processes or methods,22,3769
08,55,To improve quality or reliability of processes or methods,34,13457
08,55,To expand the range of goods or services,0,0
08,55,To adopt standards and accreditation,0,0
08,55,Some other reason,0,0
09,55,To automate tasks performed by labor,0,0
09,55,To upgrade outdated processes or methods,14,1190
09,55,To improve quality or reliability of processes or methods,20,1388
09,55,To expand the range of goods or services,0,0
09,55,To adopt standards and accreditation,0,0
09,55,Some other reason,0,0
10,55,To automate tasks performed by labor,0,0
10,55,To upgrade outdated processes or methods,21,963
10,55,To improve quality or reliability of processes or methods,27,1105
10,55,To expand the range of goods or services,16,1088
10,55,To adopt standards and accreditation,0,0
10,55,Some other reason,0,0
12,55,To expand the range of goods or services,0,0
12,55,To automate tasks performed by labor,34,12860
12,55,To upgrade outdated processes or methods,32,13406
12,55,To improve quality or reliability of processes or methods,43,7252
12,55,To adopt standards and accreditation,0,0
12,55,Some other reason,0,0
11,55,To improve quality or reliability of processes or methods,27,1363
11,55,To automate tasks performed by labor,21,1275
11,55,To upgrade outdated processes or methods,21,1317
11,55,To expand the range of goods or services,0,0
11,55,To adopt standards and accreditation,0,0
11,55,Some other reason,0,0
13,55,To automate tasks performed by labor,40,17119
13,55,To upgrade outdated processes or methods,38,16760
13,55,To improve quality or reliability of processes or methods,53,19174
13,55,To expand the range of goods or services,0,0
13,55,To adopt standards and accreditation,0,0
13,55,Some other reason,0,0
15,55,To automate tasks performed by labor,0,0
15,55,To upgrade outdated processes or methods,0,0
15,55,To improve quality or reliability of processes or methods,0,0
15,55,To expand the range of goods or services,0,0
15,55,To adopt standards and accreditation,0,0
15,55,Some other reason,0,0
16,55,To automate tasks performed by labor,0,0
16,55,To upgrade outdated processes or methods,0,0
16,55,To improve quality or reliability of processes or methods,0,0
16,55,To expand the range of goods or services,0,0
16,55,To adopt standards and accreditation,0,0
16,55,Some other reason,0,0
17,55,To automate tasks performed by labor,45,59544
17,55,To upgrade outdated processes or methods,49,61163
17,55,To improve quality or reliability of processes or methods,60,62122
17,55,To expand the range of goods or services,26,31197
17,55,To adopt standards and accreditation,0,0
17,55,Some other reason,0,0
18,55,To automate tasks performed by labor,27,13349
18,55,To upgrade outdated processes or methods,25,12438
18,55,To improve quality or reliability of processes or methods,32,13377
18,55,To expand the range of goods or services,0,0
18,55,To adopt standards and accreditation,0,0
18,55,Some other reason,0,0
19,55,To automate tasks performed by labor,0,0
19,55,To upgrade outdated processes or methods,0,0
19,55,To improve quality or reliability of processes or methods,16,239
19,55,To expand the range of goods or services,0,0
19,55,To adopt standards and accreditation,0,0
19,55,Some other reason,0,0
20,55,To automate tasks performed by labor,18,6185
20,55,To upgrade outdated processes or methods,20,6166
20,55,To improve quality or reliability of processes or methods,23,6354
20,55,To expand the range of goods or services,0,0
20,55,To adopt standards and accreditation,0,0
20,55,Some other reason,0,0
21,55,To automate tasks performed by labor,0,0
21,55,To upgrade outdated processes or methods,16,2770
21,55,To improve quality or reliability of processes or methods,23,3879
21,55,To expand the range of goods or services,0,0
21,55,To adopt standards and accreditation,0,0
21,55,Some other reason,0,0
22,55,To automate tasks performed by labor,0,0
22,55,To upgrade outdated processes or methods,17,1773
22,55,To improve quality or reliability of processes or methods,23,1912
22,55,To expand the range of goods or services,0,0
22,55,To adopt standards and accreditation,0,0
22,55,Some other reason,0,0
23,55,To automate tasks performed by labor,0,0
23,55,To upgrade outdated processes or methods,0,0
23,55,To improve quality or reliability of processes or methods,0,0
23,55,To expand the range of goods or services,0,0
23,55,To adopt standards and accreditation,0,0
23,55,Some other reason,0,0
24,55,To automate tasks performed by labor,16,1972
24,55,To upgrade outdated processes or methods,16,1674
24,55,To improve quality or reliability of processes or methods,24,2307
24,55,To expand the range of goods or services,0,0
24,55,To adopt standards and accreditation,0,0
24,55,Some other reason,0,0
25,55,To automate tasks performed by labor,25,11981
25,55,To upgrade outdated processes or methods,26,14128
25,55,To improve quality or reliability of processes or methods,35,14017
25,55,To expand the range of goods or services,0,0
25,55,To adopt standards and accreditation,0,0
25,55,Some other reason,0,0
26,55,To automate tasks performed by labor,34,22706
26,55,To upgrade outdated processes or methods,35,18957
26,55,To improve quality or reliability of processes or methods,47,23536
26,55,To expand the range of goods or services,18,17579
26,55,To adopt standards and accreditation,0,0
26,55,Some other reason,0,0
27,55,To automate tasks performed by labor,27,15171
27,55,To upgrade outdated processes or methods,32,39891
27,55,To expand the range of goods or services,0,0
27,55,To improve quality or reliability of processes or methods,35,34295
27,55,To adopt standards and accreditation,0,0
27,55,Some other reason,0,0
28,55,To automate tasks performed by labor,0,0
28,55,To upgrade outdated processes or methods,0,0
28,55,To improve quality or reliability of processes or methods,0,0
28,55,To expand the range of goods or services,0,0
28,55,To adopt standards and accreditation,0,0
28,55,Some other reason,0,0
29,55,To automate tasks performed by labor,21,2509
29,55,To upgrade outdated processes or methods,21,2592
29,55,To improve quality or reliability of processes or methods,33,3171
29,55,To expand the range of goods or services,0,0
29,55,To adopt standards and accreditation,0,0
29,55,Some other reason,0,0
30,55,To automate tasks performed by labor,0,0
30,55,To upgrade outdated processes or methods,0,0
30,55,To improve quality or reliability of processes or methods,17,584
30,55,To expand the range of goods or services,0,0
30,55,To adopt standards and accreditation,0,0
30,55,Some other reason,0,0
31,55,To automate tasks performed by labor,0,0
31,55,To upgrade outdated processes or methods,0,0
31,55,To improve quality or reliability of processes or methods,23,1663
31,55,To expand the range of goods or services,0,0
31,55,To adopt standards and accreditation,0,0
31,55,Some other reason,0,0
32,55,To automate tasks performed by labor,0,0
32,55,To upgrade outdated processes or methods,0,0
32,55,To improve quality or reliability of processes or methods,16,708
32,55,To expand the range of goods or services,0,0
32,55,To adopt standards and accreditation,0,0
32,55,Some other reason,0,0
33,55,To automate tasks performed by labor,0,0
33,55,To upgrade outdated processes or methods,0,0
33,55,To improve quality or reliability of processes or methods,0,0
