state,NAICS2017,barrier,n_firms,n_emp
38,55,Lacked access to capital,0,0
38,55,Technology not applicable to this business,69,4898
38,55,No factors adversely affected the adoption of this technology,13,794
39,55,Lacked access to required data,18,1921
39,55,Technology was too expensive,68,24484
39,55,Technology was not mature,61,10949
39,55,Required data not reliable,20,4158
39,55,Lacked access to required human capital and talent,37,8293
39,55,Laws and regulations,0,0
39,55,Concerns regarding safety and security (physical security and/or cyber security),23,6241
39,55,Lacked access to capital,15,4053
39,55,Technology not applicable to this business,483,24971
39,55,No factors adversely affected the adoption of this technology,443,53647
40,55,Technology was too expensive,18,4072
40,55,Technology was not mature,19,4337
40,55,Laws and regulations,0,0
40,55,Lacked access to required data,0,0
40,55,Required data not reliable,0,0
40,55,Lacked access to required human capital and talent,0,0
40,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
40,55,Lacked access to capital,0,0
40,55,Technology not applicable to this business,195,6482
40,55,No factors adversely affected the adoption of this technology,216,14711
41,55,Technology was not mature,18,1353
41,55,Technology was too expensive,0,0
41,55,Lacked access to required data,0,0
41,55,Required data not reliable,0,0
41,55,Lacked access to required human capital and talent,0,0
41,55,Laws and regulations,0,0
41,55,Concerns regarding safety and security (physical security and/or cyber security),16,1923
41,55,Lacked access to capital,0,0
41,55,Technology not applicable to this business,99,4531
41,55,No factors adversely affected the adoption of this technology,0,0
42,55,Technology was too expensive,105,14924
42,55,Technology was not mature,117,22934
42,55,Lacked access to required data,23,10010
42,55,Required data not reliable,33,10157
42,55,Lacked access to required human capital and talent,38,25848
42,55,Laws and regulations,0,0
42,55,Concerns regarding safety and security (physical security and/or cyber security),20,3067
42,55,Lacked access to capital,0,0
42,55,Technology not applicable to this business,347,32276
42,55,No factors adversely affected the adoption of this technology,371,44669
44,55,Technology was too expensive,0,0
44,55,Technology was not mature,0,0
44,55,Lacked access to required data,0,0
44,55,Required data not reliable,0,0
44,55,Lacked access to required human capital and talent,0,0
44,55,Laws and regulations,0,0
44,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
44,55,Lacked access to capital,0,0
44,55,Technology not applicable to this business,17,670
44,55,No factors adversely affected the adoption of this technology,63,4214
45,55,Technology was too expensive,29,4526
45,55,Technology was not mature,26,4288
45,55,Lacked access to required data,0,0
45,55,Required data not reliable,0,0
45,55,Lacked access to required human capital and talent,0,0
45,55,Laws and regulations,0,0
45,55,No factors adversely affected the adoption of this technology,125,5596
45,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
45,55,Lacked access to capital,0,0
45,55,Technology not applicable to this business,191,10243
46,55,Technology was too expensive,0,0
46,55,Technology was not mature,0,0
46,55,Lacked access to required data,0,0
46,55,Required data not reliable,0,0
46,55,Lacked access to required human capital and talent,0,0
46,55,Laws and regulations,0,0
46,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
46,55,Lacked access to capital,0,0
46,55,Technology not applicable to this business,0,0
46,55,No factors adversely affected the adoption of this technology,15,1962
47,55,Technology was too expensive,21,19423
47,55,Technology was not mature,30,23277
47,55,Lacked access to required data,0,0
47,55,Required data not reliable,0,0
47,55,Lacked access to required human capital and talent,14,1583
47,55,Laws and regulations,0,0
47,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
47,55,Lacked access to capital,0,0
47,55,Technology not applicable to this business,146,20612
47,55,No factors adversely affected the adoption of this technology,255,35552
48,55,Technology was too expensive,269,34258
48,55,Technology was not mature,139,49550
48,55,Lacked access to required data,33,25341
48,55,Required data not reliable,30,25316
48,55,Lacked access to required human capital and talent,68,34064
48,55,Laws and regulations,0,0
48,55,Concerns regarding safety and security (physical security and/or cyber security),44,32916
48,55,Lacked access to capital,24,10337
48,55,Technology not applicable to this business,969,59726
48,55,No factors adversely affected the adoption of this technology,899,119144
49,55,Technology was too expensive,67,2682
49,55,Technology was not mature,22,2438
49,55,Lacked access to required data,0,0
49,55,Required data not reliable,0,0
49,55,Lacked access to capital,0,0
49,55,Lacked access to required human capital and talent,0,0
49,55,Laws and regulations,0,0
49,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
49,55,Technology not applicable to this business,106,7932
49,55,No factors adversely affected the adoption of this technology,211,8060
50,55,Technology was too expensive,0,0
50,55,Technology was not mature,0,0
50,55,Lacked access to required data,0,0
50,55,Required data not reliable,0,0
50,55,Lacked access to required human capital and talent,0,0
50,55,Technology not applicable to this business,0,0
50,55,Laws and regulations,0,0
50,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
50,55,Lacked access to capital,0,0
50,55,No factors adversely affected the adoption of this technology,0,0
51,55,Technology was too expensive,27,4742
51,55,Technology was not mature,103,8583
51,55,Lacked access to required data,0,0
51,55,Required data not reliable,0,0
51,55,Lacked access to required human capital and talent,21,4563
51,55,Laws and regulations,0,0
51,55,Concerns regarding safety and security (physical security and/or cyber security),27,4614
51,55,Lacked access to capital,0,0
51,55,Technology not applicable to this business,310,29285
51,55,No factors adversely affected the adoption of this technology,251,21239
53,55,Technology was too expensive,24,20789
53,55,Technology was not mature,42,29559
53,55,Lacked access to required data,0,0
53,55,Required data not reliable,0,0
53,55,Lacked access to required human capital and talent,65,19631
53,55,Laws and regulations,0,0
53,55,Concerns regarding safety and security (physical security and/or cyber security),63,19076
53,55,Lacked access to capital,0,0
53,55,Technology not applicable to this business,484,39542
53,55,No factors adversely affected the adoption of this technology,244,18975
54,55,Technology was too expensive,0,0
54,55,Technology was not mature,0,0
54,55,Lacked access to required data,0,0
54,55,Required data not reliable,0,0
54,55,Lacked access to required human capital and talent,0,0
54,55,Laws and regulations,0,0
54,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
54,55,Lacked access to capital,0,0
54,55,Technology not applicable to this business,15,318
54,55,No factors adversely affected the adoption of this technology,83,1204
55,55,Technology was too expensive,35,5015
55,55,Technology was not mature,38,5813
55,55,Lacked access to required data,0,0
55,55,Required data not reliable,0,0
55,55,Lacked access to required human capital and talent,26,3720
55,55,Laws and regulations,0,0
55,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
55,55,Lacked access to capital,0,0
55,55,Technology not applicable to this business,411,21421
55,55,No factors adversely affected the adoption of this technology,378,27992
56,55,Technology was too expensive,0,0
56,55,Technology was not mature,0,0
56,55,Lacked access to required data,0,0
56,55,Required data not reliable,0,0
56,55,Lacked access to required human capital and talent,0,0
56,55,Laws and regulations,0,0
56,55,Concerns regarding safety and security (physical security and/or cyber security),0,0
56,55,Lacked access to capital,0,0
56,55,Technology not applicable to this business,0,0
56,55,No factors adversely affected the adoption of this technology,0,0
01,56,Technology was too expensive,237,3410
01,56,Technology was not mature,0,0
01,56,Lacked access to required data,0,0
01,56,Required data not reliable,0,0
01,56,Lacked access to required human capital and talent,0,0
